договор	ТУ	район	наименование	Сеть
2734	327340001	МЭС - район реализации 3	Гаражный бокс № 17	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "Веселая" > ТП - 298 > РУ-0,4 кВ
2736	327360001	МЭС - район реализации 3	Гаражный бокс № 18	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "Веселая" > ТП - 298 > РУ-0,4 кВ
2737	327370001	МЭС - район реализации 3	Гаражный бокс № 11	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "Веселая" > ТП - 298 > РУ-0,4 кВ
274	202740001	МЭС - район реализации 3	База Магаданского уч.разреза"Зыряновский"	ЮЭС > ПС 35/6 "КПД" > Т1 > СШ-1 > ЛЭП-6кВ "Пос.Марчекан" > ТП - 609 > РУ-0,4 кВ
2749	327360001	МЭС - район реализации 3	Гаражный бокс № 18	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "Веселая" > ТП - 298 > РУ-0,4 кВ
2751	327510001	МЭС - район реализации 3	Нежилое помещение	ЮЭС > ПС 110/35/10 "ЮГО-ВОСТОЧHАЯ" > ЛЭП-10кВ "РП-3 ввод Б" > РП - 3 секция 2 > РУ-0,4 кВ
2770	327700001	МЭС - район реализации 3	Бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2776	327760001	МЭС - район реализации 3	Гаражный бокс № 3	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "Веселая" > ТП - 298 > РУ-0,4 кВ
2786	327860001	МЭС - район реализации 3	Бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2787	327870001	МЭС - район реализации 3	Бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2788	327880001	МЭС - район реализации 3	Бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
279	202790001	МЭС - район реализации 3	н/в Автомастерские	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП - 296" > ТП - 296 > РУ-0,4 кВ > ф. "Авторемсервис Громов"
279	202790002	МЭС - район реализации 3	Автомастерские	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП - 296" > ТП - 296 > РУ-0,4 кВ > ф. "Авторемсервис Громов"
2790	328900001	МЭС - район реализации 3	Гаражный бокс № 3	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2795	327950001	МЭС - район реализации 3	Бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2796	327960001	МЭС - район реализации 3	Бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2797	327970001	МЭС - район реализации 3	Бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2798	327980001	МЭС - район реализации 3	Гаражный бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2804	32603400054	МЭС - район реализации 3	Нежилое помещение	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "Веселая" > ТП - 298 > РУ-0,4 кВ
2813	326340001	МЭС - район реализации 3	Гаражный бокс № 22	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "Веселая" > ТП - 298 > РУ-0,4 кВ
2833	328330001	МЭС - район реализации 3	Гаражный бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2867	328670001	МЭС - район реализации 3	Гаражный бокс № 7	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513
288	202880002	МЭС - район реализации 3	Склад	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-257" > ТП - 257 > РУ-0,4 кВ > ф. "Дмитрук Л.А. склад"
288	202880004	МЭС - район реализации 3	Механическая мастерская	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-257" > ТП - 257 > РУ-0,4 кВ > ф. "ЗАО "Альвира"
2880	326630001	МЭС - район реализации 3	Нежилое помещение	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "Веселая" > ТП - 298 > РУ-0,4 кВ
2884	327510001	МЭС - район реализации 3	Нежилое помещение	ЮЭС > ПС 110/35/10 "ЮГО-ВОСТОЧHАЯ" > ЛЭП-10кВ "РП-3 ввод Б" > РП - 3 секция 2 > РУ-0,4 кВ
2888	328880001	МЭС - район реализации 3	Гараж	ЮЭС > ПС 110/35/10 "ЮГО-ВОСТОЧHАЯ" > ЛЭП-10кВ "РП-3 ввод А" > РП - 3 секция 1 > РУ-0,4 кВ > ВЛ-0,4 кВ "Гаражные боксы"
29	200290005	МЭС - район реализации 3	ОДН 3р-н ПАДС Полетарская 81СЖ	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81 п.2" > Пролетарская 81
29	200290018	МЭС - район реализации 3	Гараж на 25 а/м	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-257" > ТП - 257 > РУ-0,4 кВ > ф. "Гаражный бокс"
29	200290019	МЭС - район реализации 3	Мастерские	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-257" > ТП - 257 > РУ-0,4 кВ > ф. "Мастерские Ростелеком каб. А"
29	200290039	МЭС - район реализации 3	ПАДС ул.Марчеканская 15	ЮЭС > ПС 35/6 "КПД" > Т2 > СШ-2 > ЛЭП-6кВ "Рыббаза" > ТП - 147 > РУ-0,4 кВ > ф. "Марчеканская 15" > Марчеканская 15
29	200290069	МЭС - район реализации 3	ПАДС ул.Первомайская	ЮЭС > ПС 35/6 "ВЕСЕЛАЯ" > ЛЭП-6кВ "Рыбзавод-1" > ТП - 75 > РУ-0,4 кВ
29	200290070	МЭС - район реализации 3	ПАДС ул.1-я Совхозная 2/1	ЮЭС > ПС 35/6 "ВЕСЕЛАЯ" > ЛЭП-6кВ "Мясокомбинат" > ТП - 175 > РУ-0,4 кВ > ф. "Совхозная 2 корп 1 каб. А" > 1-я Совхозная 2 корп 1
29	200290071	МЭС - район реализации 3	ПАДС ул.Пролетарская 81	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81 п.2" > Пролетарская 81
29	200290583	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 81	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81 п.2" > Пролетарская 81
29	200290584	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 81/2	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81/2 п.3" > Пролетарская 81 корп. 2
29	200290585	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 81	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81 п.2" > Пролетарская 81
29	200290586	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 81	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81 п.2" > Пролетарская 81
29	200290587	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 81/1	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81/1 п.1" > Пролетарская 81 корп. 1
29	200290588	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 81	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81 п.2" > Пролетарская 81
29	200290590	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 79/2	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79/2 п.3" > Пролетарская 79 корп. 2
29	200290591	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 79/1	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79/1 п.5" > Пролетарская 79 корп. 1
29	200290592	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 81/1	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81/1 п.1" > Пролетарская 81 корп. 1
29	200290593	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 79/2	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79/2 п.3" > Пролетарская 79 корп. 2
29	200290594	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 79/1	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79/1 п.5" > Пролетарская 79 корп. 1
29	200290595	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 79/1	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79/1 п.5" > Пролетарская 79 корп. 1
29	200290596	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 83	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 291 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 83 п.3 каб. Б" > Наб. р. Магаданки 83
29	200290597	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 83 п.5	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 291 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 83 п.3 каб. Б" > Наб. р. Магаданки 83
29	200290598	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 83 п.3	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 291 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 83 п.3 каб. Б" > Наб. р. Магаданки 83
29	200290599	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 81 п.2	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 291 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 81 п.1 каб. А" > Наб. р. Магаданки 81
29	200290600	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 87 п.9	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 291 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 87 п.10 каб. А" > Наб. р. Магаданки 87
29	200290601	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 87 п.5	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 291 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 87 п.10 каб. А" > Наб. р. Магаданки 87
29	200290602	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 87 п.2	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 291 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 87 п.10 каб. А" > Наб. р. Магаданки 87
29	200290603	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 79 п.4	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79 п.2" > Пролетарская 79
29	200290604	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 79 п.2	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79 п.2" > Пролетарская 79
29	200290605	МЭС - район реализации 3	Телеком-й шкаф Пролетарская 79 п.6	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79 п.2" > Пролетарская 79
29	200290606	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 75/2 п.2	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 294 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 75/2 п.10 каб. А" > Наб. р. Магаданки 75 корп 2
29	200290607	МЭС - район реализации 3	Телеком-й шкай Н.р.Магаданки 75/2 п.4	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 294 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 75/2 п.10 каб. А" > Наб. р. Магаданки 75 корп 2
29	200290608	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 75/2 п.7	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 294 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 75/2 п.10 каб. А" > Наб. р. Магаданки 75 корп 2
29	200290609	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 75/2 п.9	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 294 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 75/2 п.10 каб. А" > Наб. р. Магаданки 75 корп 2
29	200290610	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 79 п.3	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 292 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 79 п.10 каб. А" > Наб. р. Магаданки 79
29	200290611	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 79 п.6	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 292 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 79 п.10 каб. А" > Наб. р. Магаданки 79
29	200290612	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 79 п.9	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 292 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 79 п.10 каб. А" > Наб. р. Магаданки 79
29	200290613	МЭС - район реализации 3	Телеком-й шкаф Н.р.Магаданки 79 п.14	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 292 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 79 п.10 каб. А" > Наб. р. Магаданки 79
2900	32900001	МЭС - район реализации 3	Гаражный бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2901	329010001	МЭС - район реализации 3	Нежилое помещение	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2905	329050001	МЭС - район реализации 3	Гаражный бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП - 296" > ТП - 296 > РУ-0,4 кВ
2915	329150001	МЭС - район реализации 3	Нежилое помещение	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП - 296" > ТП - 296 > РУ-0,4 кВ > ВЛ-0,4 кВ "Кольцевой"
2921	329210001	МЭС - район реализации 3	Гаражные боксы № 1, № 18	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
2945	327260001	МЭС - район реализации 3	Гаражный бокс № 63	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "Веселая" > ТП - 298 > РУ-0,4 кВ > ф. "ГСК "Сибирь"
2946	329460001	МЭС - район реализации 3	Гаражный бокс	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ЮВР" > ТП - 513 > РУ-0,4 кВ
30	200300001	МЭС - район реализации 3	Нежилое помещение	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП - 296" > ТП - 591 > РУ-0,4 кВ
3006	230060001	МЭС - район реализации 3	Жилое строение	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-314" > ТП - 618 > РУ-0,4 кВ
3008	230080013	МЭС - район реализации 3	Абонентский узел	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 293 > РУ-0,4 кВ > ф. "Пролетарская 71/1 п.2 каб. 1" > Пролетарская 71 корп 1
3008	230080022	МЭС - район реализации 3	Узел каб. телевидения N 224	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП - 296" > ТП - 81 > РУ-0,4 кВ > ф. "Общеж. соц. жилье" > Промышленный проезд 7
3008	230080023	МЭС - район реализации 3	Узел каб. телевидения N 294	ЮЭС > ПС 35/6 "КПД" > Т2 > СШ-2 > ЛЭП-6кВ "Рыббаза" > ТП - 147 > РУ-0,4 кВ > ф. "Марчеканская 15" > Марчеканская 15
3008	230080034	МЭС - район реализации 3	Узел каб. телевидения N 292	ЮЭС > ПС 35/6 "КПД" > Т2 > СШ-2 > ЛЭП-6кВ "Рыббаза" > ТП - 136 > РУ-0,4 кВ > ф. "Марчеканская 20 каб. А" > Марчеканская 20
3008	230080035	МЭС - район реализации 3	Узел каб. телевидения N 291	ЮЭС > ПС 35/6 "КПД" > Т1 > СШ-1 > ЛЭП-6кВ "Южная" > ТП - 76 > РУ-0,4 кВ > ф. "Марчеканское ш 38А" > Марчеканское 38А
3008	230080048	МЭС - район реализации 3	Узел каб. телевидения N 331	ЮЭС > ПС 35/6 "КПД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП - 571", "РП - 8 ввод А" > РП - 8 секц. 1 > ЛЭП-6 кВ "ТП - 102" > ТП - 102 > РУ-0,4 кВ > ф. "Марчеканская 2/1 каб. А" > Марчеканская 2/1
3008	230080049	МЭС - район реализации 3	Узел каб. телевидения N 79	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79 п.2" > Пролетарская 79
3015	230150001	МЭС - район реализации 3	Нежилое помещение	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81 п.2" > Пролетарская 81
3015	230150002	МЭС - район реализации 3	э/э при СОИД 3р-н ул.Пролетарская 81	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 81 п.2" > Пролетарская 81
303	203030001	МЭС - район реализации 3	откл.30.06.2015г.Склад	ЮЭС > ПС 35/6 "ВЕСЕЛАЯ" > ЛЭП-6кВ "Рыбзавод-1" > ТП - 75 > РУ-0,4 кВ
3032	230320001	МЭС - район реализации 3	н/в др.аб.3211 Причал "Марчекан"	ЮЭС > ПС 35/6 "КПД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП - 571", "РП - 8 ввод А" > РП - 8 секц. 1 > ЛЭП-6 кВ "ТП - 102" > ТП - 102 > РУ-0,4 кВ
3032	230320004	МЭС - район реализации 3	3-й эт.Здания	ЮЭС > ПС 35/6 "КПД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП - 571", "РП - 8 ввод А" > РП - 8 секц. 1 > ЛЭП-6 кВ "ТП - 102" > ТП - 102 > РУ-0,4 кВ
3032	230320005	МЭС - район реализации 3	3-й эт.Здания	ЮЭС > ПС 35/6 "КПД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП - 571", "РП - 8 ввод А" > РП - 8 секц. 1 > ЛЭП-6 кВ "ТП - 102" > ТП - 102 > РУ-0,4 кВ
3043	230430001	МЭС - район реализации 3	ТП-94(гараж)	ЮЭС > ПС 35/6 "КПД" > Т2 > СШ-2 > ЛЭП-6кВ "Рыббаза" > ТП - 94 > РУ-0,4 кВ
3043	230430002	МЭС - район реализации 3	Перерасчет за октябрь,2017	ЮЭС > ПС 35/6 "КПД" > Т2 > СШ-2 > ЛЭП-6кВ "Рыббаза" > ТП - 94 > РУ-0,4 кВ
3046	230460001	МЭС - район реализации 3	Здание продовольственного магазина	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 293 > РУ-0,4 кВ > ф. "Пролетарская 71/2 п.4 каб. А" > Пролетарская 71 корп 2
3049	230490001	МЭС - район реализации 3	Магазин "Парус"	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 291 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 81 п.1 каб. А" > Наб. р. Магаданки 81
3049	230490002	МЭС - район реализации 3	э/э при СОИД 3 р-н Набережная р.Магаданки 81	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-292" > ТП - 291 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 81 п.1 каб. А" > Наб. р. Магаданки 81
3053	230530001	МЭС - район реализации 3	др.3254 Нежилое помещение	ЮЭС > ПС 35/6 "ВЕСЕЛАЯ" > ЛЭП-6кВ "Ст.Веселая-1" > ТП - 505
3054	230540001	МЭС - район реализации 3	Торговый павильон "Чиги-Чиги"	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79 п.2" > Пролетарская 79
3054	230540002	МЭС - район реализации 3	Здание	ЮЭС > ПС 35/6 "КПД" > Т1 > СШ-1 > ЛЭП-6кВ "Южная" > ТП - 76 > РУ-0,4 кВ
3054	230540003	МЭС - район реализации 3	Здание	ЮЭС > ПС 35/6 "КПД" > Т1 > СШ-1 > ЛЭП-6кВ "Южная" > ТП - 76 > РУ-0,4 кВ
3069	230690001	МЭС - район реализации 3	Станция технческого обслуживания (1,2 очередь строительства)	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 297 > РУ-0,4 кВ
3069	230690002	МЭС - район реализации 3	Станция технического обслуживания (2 очередь строительства)	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 297 > РУ-0,4 кВ
3070-1	235920002	МЭС - район реализации 3	Жилой дом (Контрольный ПУДом № 1 Кабель Б)	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-128" > ТП - 128
3081	230810002	МЭС - район реализации 3	Часть нежилого здания 	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП - 296" > ТП - 591 > РУ-0,4 кВ
3083	230830001	МЭС - район реализации 3	Стоматологический кабинет	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79 п.2" > Пролетарская 79
3083	230830002	МЭС - район реализации 3	э/э при СОИД 3 р-н ул.Пролетарская 79	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-290" > ТП - 290 > РУ-0,4 кВ > ф. "Пролетарская 79 п.2" > Пролетарская 79
3093	230930000	МЭС - район реализации 3	Склад, Литер А	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-257" > ТП - 257 > РУ-0,4 кВ > ф. "Ткачев А.Г. Склад Литер А"
31	200310003	МЭС - район реализации 3	Завод Марчеканский	ЮЭС > ПС 35/6 "КПД" > Т2 > СШ-2 > ЛЭП-6кВ "РП - 8 ввод Б" > РП - 8 секц. 2 > ЛЭП-6 кВ "ТП - 548" > ТП - 548 > РУ-0,4 кВ
